@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
248,381,170,97,78,0.554286,0.69147,0.797071,0.69147,0.202929,0.740525,0.658402,1.050224,0.716456
249,380,171,97,78,0.554286,0.689655,0.796646,0.689655,0.203354,0.7393,0.657025,1.049664,0.716456
250,380,171,96,79,0.548571,0.689655,0.798319,0.689655,0.201681,0.740019,0.655647,1.051869,0.716456
251,380,171,95,80,0.542857,0.689655,0.8,0.689655,0.2,0.740741,0.65427,1.054083,0.716456
252,379,172,95,80,0.542857,0.68784,0.799578,0.68784,0.200422,0.739512,0.652893,1.053528,0.716456
253,378,173,95,80,0.542857,0.686025,0.799154,0.686025,0.200846,0.738281,0.651515,1.052969,0.716456
254,377,174,95,80,0.542857,0.684211,0.798729,0.684211,0.201271,0.737048,0.650138,1.052409,0.716456
255,376,175,95,80,0.542857,0.682396,0.798301,0.682396,0.201699,0.735812,0.64876,1.051846,0.716456
256,376,175,94,81,0.537143,0.682396,0.8,0.682396,0.2,0.736533,0.647383,1.054083,0.716456
257,376,175,93,82,0.531429,0.682396,0.801706,0.682396,0.198294,0.737255,0.646006,1.056331,0.716456
258,375,176,93,82,0.531429,0.680581,0.801282,0.680581,0.198718,0.736016,0.644628,1.055773,0.716456
259,374,177,93,82,0.531429,0.678766,0.800857,0.678766,0.199143,0.734774,0.643251,1.055212,0.716456
260,373,178,93,82,0.531429,0.676951,0.800429,0.676951,0.199571,0.73353,0.641873,1.054649,0.716456
261,373,178,92,83,0.525714,0.676951,0.802151,0.676951,0.197849,0.734252,0.640496,1.056917,0.716456
262,373,178,91,84,0.52,0.676951,0.803879,0.676951,0.196121,0.734975,0.639118,1.059195,0.716456
263,373,178,90,85,0.514286,0.676951,0.805616,0.676951,0.194384,0.7357,0.637741,1.061483,0.794552
264,372,179,90,85,0.514286,0.675136,0.805195,0.675136,0.194805,0.734452,0.636364,1.060928,0.794552
265,372,179,89,86,0.508571,0.675136,0.806941,0.675136,0.193059,0.735178,0.634986,1.06323,0.794552
266,371,180,89,86,0.508571,0.673321,0.806522,0.673321,0.193478,0.733927,0.633609,1.062677,0.794552
267,370,181,89,86,0.508571,0.671506,0.8061,0.671506,0.1939,0.732673,0.632231,1.062121,0.794552
268,369,182,89,86,0.508571,0.669691,0.805677,0.669691,0.194323,0.731417,0.630854,1.061563,0.794552
269,368,183,89,86,0.508571,0.667877,0.805252,0.667877,0.194748,0.730159,0.629477,1.061003,0.794552
270,367,184,89,86,0.508571,0.666062,0.804825,0.666062,0.195175,0.728898,0.628099,1.06044,0.794552
271,366,185,89,86,0.508571,0.664247,0.804396,0.664247,0.195604,0.727634,0.626722,1.059875,0.794552
272,366,185,88,87,0.502857,0.664247,0.806167,0.664247,0.193833,0.728358,0.625344,1.06221,0.794552
273,365,186,88,87,0.502857,0.662432,0.80574,0.662432,0.19426,0.727092,0.623967,1.061646,0.794552
274,364,187,88,87,0.502857,0.660617,0.80531,0.660617,0.19469,0.725823,0.62259,1.06108,0.794552
275,363,188,88,87,0.502857,0.658802,0.804878,0.658802,0.195122,0.724551,0.621212,1.060511,0.794552
276,363,188,87,88,0.497143,0.658802,0.806667,0.658802,0.193333,0.725275,0.619835,1.062868,0.794552
277,362,189,87,88,0.497143,0.656987,0.806236,0.656987,0.193764,0.724,0.618457,1.0623,0.794552
278,361,190,87,88,0.497143,0.655172,0.805804,0.655172,0.194196,0.722723,0.61708,1.06173,0.794552
279,361,190,86,89,0.491429,0.655172,0.807606,0.655172,0.192394,0.723447,0.615702,1.064106,0.794552
280,360,191,86,89,0.491429,0.653358,0.807175,0.653358,0.192825,0.722166,0.614325,1.063537,0.794552
281,359,192,86,89,0.491429,0.651543,0.806742,0.651543,0.193258,0.720884,0.612948,1.062966,0.794552
282,359,192,85,90,0.485714,0.651543,0.808559,0.651543,0.191441,0.721608,0.61157,1.06536,0.794552
283,358,193,85,90,0.485714,0.649728,0.808126,0.649728,0.191874,0.720322,0.610193,1.064791,0.794552
284,358,193,84,91,0.48,0.649728,0.809955,0.649728,0.190045,0.721047,0.608815,1.0672,0.794552
285,357,194,84,91,0.48,0.647913,0.809524,0.647913,0.190476,0.719758,0.607438,1.066632,0.794552
286,356,195,84,91,0.48,0.646098,0.809091,0.646098,0.190909,0.718466,0.606061,1.066062,0.794552
287,355,196,84,91,0.48,0.644283,0.808656,0.644283,0.191344,0.717172,0.604683,1.065489,0.794552
288,354,197,84,91,0.48,0.642468,0.808219,0.642468,0.191781,0.715875,0.603306,1.064913,0.794552
289,353,198,84,91,0.48,0.640653,0.80778,0.640653,0.19222,0.714575,0.601928,1.064335,0.794552
290,352,199,84,91,0.48,0.638838,0.807339,0.638838,0.192661,0.713273,0.600551,1.063754,0.794552
291,351,200,84,91,0.48,0.637024,0.806897,0.637024,0.193103,0.711968,0.599174,1.06317,0.794552
292,351,200,83,92,0.474286,0.637024,0.808756,0.637024,0.191244,0.71269,0.597796,1.06562,0.794552
293,350,201,83,92,0.474286,0.635209,0.808314,0.635209,0.191686,0.711382,0.596419,1.065038,0.794552
294,350,201,82,93,0.468571,0.635209,0.810185,0.635209,0.189815,0.712106,0.595041,1.067504,0.794552
295,349,202,82,93,0.468571,0.633394,0.809745,0.633394,0.190255,0.710794,0.593664,1.066923,0.794552
296,349,202,81,94,0.462857,0.633394,0.811628,0.633394,0.188372,0.711519,0.592287,1.069404,0.794552
297,348,203,81,94,0.462857,0.631579,0.811189,0.631579,0.188811,0.710204,0.590909,1.068826,0.794552
298,347,204,81,94,0.462857,0.629764,0.810748,0.629764,0.189252,0.708887,0.589532,1.068245,0.794552
299,347,204,80,95,0.457143,0.629764,0.812646,0.629764,0.187354,0.709611,0.588154,1.070746,0.794552
300,346,205,80,95,0.457143,0.627949,0.812207,0.627949,0.187793,0.708291,0.586777,1.070167,0.794552
301,346,205,79,96,0.451429,0.627949,0.814118,0.627949,0.185882,0.709016,0.585399,1.072685,0.794552
302,345,206,79,96,0.451429,0.626134,0.813679,0.626134,0.186321,0.707692,0.584022,1.072107,0.794552
303,345,206,78,97,0.445714,0.626134,0.815603,0.626134,0.184397,0.708419,0.582645,1.074642,0.794552
304,345,206,77,98,0.44,0.626134,0.817536,0.626134,0.182464,0.709147,0.581267,1.077188,0.794552
305,344,207,77,98,0.44,0.624319,0.817102,0.624319,0.182898,0.707819,0.57989,1.076617,0.794552
306,343,208,77,98,0.44,0.622505,0.816667,0.622505,0.183333,0.706488,0.578512,1.076044,0.794552
307,342,209,77,98,0.44,0.62069,0.816229,0.62069,0.183771,0.705155,0.577135,1.075467,0.794552
308,341,210,77,98,0.44,0.618875,0.815789,0.618875,0.184211,0.703818,0.575758,1.074888,0.794552
309,340,211,77,98,0.44,0.61706,0.815348,0.61706,0.184652,0.702479,0.57438,1.074306,0.794552
310,339,212,77,98,0.44,0.615245,0.814904,0.615245,0.185096,0.701138,0.573003,1.073721,0.794552
311,338,213,77,98,0.44,0.61343,0.814458,0.61343,0.185542,0.699793,0.571625,1.073133,0.794552
312,337,214,77,98,0.44,0.611615,0.81401,0.611615,0.18599,0.698446,0.570248,1.072543,0.794552
313,337,214,76,99,0.434286,0.611615,0.815981,0.611615,0.184019,0.69917,0.568871,1.07514,0.794552
314,336,215,76,99,0.434286,0.6098,0.815534,0.6098,0.184466,0.697819,0.567493,1.074551,0.794552
315,335,216,76,99,0.434286,0.607985,0.815085,0.607985,0.184915,0.696466,0.566116,1.07396,0.794552
316,334,217,76,99,0.434286,0.606171,0.814634,0.606171,0.185366,0.695109,0.564738,1.073365,0.794552
317,333,218,76,99,0.434286,0.604356,0.814181,0.604356,0.185819,0.69375,0.563361,1.072768,0.794552
318,332,219,76,99,0.434286,0.602541,0.813725,0.602541,0.186275,0.692388,0.561983,1.072168,0.794552
319,331,220,76,99,0.434286,0.600726,0.813268,0.600726,0.186732,0.691023,0.560606,1.071565,0.794552
320,330,221,76,99,0.434286,0.598911,0.812808,0.598911,0.187192,0.689655,0.559229,1.070959,0.794552
321,329,222,76,99,0.434286,0.597096,0.812346,0.597096,0.187654,0.688285,0.557851,1.07035,0.794552
322,329,222,75,100,0.428571,0.597096,0.814356,0.597096,0.185644,0.689005,0.556474,1.073,0.794552
323,328,223,75,100,0.428571,0.595281,0.813896,0.595281,0.186104,0.687631,0.555096,1.072393,0.794552
324,327,224,75,100,0.428571,0.593466,0.813433,0.593466,0.186567,0.686254,0.553719,1.071783,0.794552
325,326,225,75,100,0.428571,0.591652,0.812968,0.591652,0.187032,0.684874,0.552342,1.07117,0.794552
326,326,225,74,101,0.422857,0.591652,0.815,0.591652,0.185,0.685594,0.550964,1.073848,0.794552
327,325,226,74,101,0.422857,0.589837,0.814536,0.589837,0.185464,0.684211,0.549587,1.073237,0.794552
328,325,226,73,102,0.417143,0.589837,0.816583,0.589837,0.183417,0.684932,0.548209,1.075933,0.794552
329,324,227,73,102,0.417143,0.588022,0.816121,0.588022,0.183879,0.683544,0.546832,1.075324,0.794552
330,323,228,73,102,0.417143,0.586207,0.815657,0.586207,0.184343,0.682154,0.545455,1.074713,0.794552
331,322,229,73,102,0.417143,0.584392,0.81519,0.584392,0.18481,0.680761,0.544077,1.074098,0.794552
332,321,230,73,102,0.417143,0.582577,0.814721,0.582577,0.185279,0.679365,0.5427,1.07348,0.794552
333,320,231,73,102,0.417143,0.580762,0.814249,0.580762,0.185751,0.677966,0.541322,1.072859,0.794552
334,320,231,72,103,0.411429,0.580762,0.816327,0.580762,0.183673,0.678685,0.539945,1.075595,0.794552
335,319,232,72,103,0.411429,0.578947,0.815857,0.578947,0.184143,0.677282,0.538567,1.074976,0.794552
336,318,233,72,103,0.411429,0.577132,0.815385,0.577132,0.184615,0.675877,0.53719,1.074354,0.850003
337,317,234,72,103,0.411429,0.575318,0.81491,0.575318,0.18509,0.674468,0.535813,1.073729,0.850004
338,316,235,72,103,0.411429,0.573503,0.814433,0.573503,0.185567,0.673056,0.534435,1.0731,0.850004
339,315,236,72,103,0.411429,0.571688,0.813953,0.571688,0.186047,0.671642,0.533058,1.072469,0.850004
340,314,237,72,103,0.411429,0.569873,0.813472,0.569873,0.186528,0.670224,0.53168,1.071834,0.850004
341,313,238,72,103,0.411429,0.568058,0.812987,0.568058,0.187013,0.668803,0.530303,1.071195,0.850004
342,312,239,72,103,0.411429,0.566243,0.8125,0.566243,0.1875,0.66738,0.528926,1.070554,0.850004
343,311,240,72,103,0.411429,0.564428,0.81201,0.564428,0.18799,0.665953,0.527548,1.069908,0.850004
344,310,241,72,103,0.411429,0.562613,0.811518,0.562613,0.188482,0.664523,0.526171,1.06926,0.850004
345,309,242,72,103,0.411429,0.560799,0.811024,0.560799,0.188976,0.66309,0.524793,1.068608,0.850004
346,308,243,72,103,0.411429,0.558984,0.810526,0.558984,0.189474,0.661654,0.523416,1.067953,0.850004
347,307,244,72,103,0.411429,0.557169,0.810026,0.557169,0.189974,0.660215,0.522039,1.067294,0.850004
348,306,245,72,103,0.411429,0.555354,0.809524,0.555354,0.190476,0.658773,0.520661,1.066632,0.850004
349,305,246,72,103,0.411429,0.553539,0.809019,0.553539,0.190981,0.657328,0.519284,1.065966,0.850004
350,305,246,71,104,0.405714,0.553539,0.81117,0.553539,0.18883,0.658037,0.517906,1.068801,0.850004
351,305,246,70,105,0.4,0.553539,0.813333,0.553539,0.186667,0.658747,0.516529,1.071652,0.850004
352,304,247,70,105,0.4,0.551724,0.812834,0.551724,0.187166,0.657297,0.515152,1.070994,0.850004
353,303,248,70,105,0.4,0.549909,0.812332,0.549909,0.187668,0.655844,0.513774,1.070333,0.850004
354,302,249,70,105,0.4,0.548094,0.811828,0.548094,0.188172,0.654388,0.512397,1.069668,0.850004
355,301,250,70,105,0.4,0.546279,0.811321,0.546279,0.188679,0.652928,0.511019,1.069,0.850004
356,300,251,70,105,0.4,0.544465,0.810811,0.544465,0.189189,0.651466,0.509642,1.068328,0.850004
357,299,252,70,105,0.4,0.54265,0.810298,0.54265,0.189702,0.65,0.508264,1.067652,0.850004
358,299,252,69,106,0.394286,0.54265,0.8125,0.54265,0.1875,0.650707,0.506887,1.070554,0.850004
359,298,253,69,106,0.394286,0.540835,0.811989,0.540835,0.188011,0.649237,0.50551,1.06988,0.850004
360,297,254,69,106,0.394286,0.53902,0.811475,0.53902,0.188525,0.647764,0.504132,1.069204,0.850004
361,296,255,69,106,0.394286,0.537205,0.810959,0.537205,0.189041,0.646288,0.502755,1.068523,0.850004
362,295,256,69,106,0.394286,0.53539,0.81044,0.53539,0.18956,0.644809,0.501377,1.067839,0.850004
363,294,257,69,106,0.394286,0.533575,0.809917,0.533575,0.190083,0.643326,0.5,1.067151,0.850004
364,294,257,68,107,0.388571,0.533575,0.812155,0.533575,0.187845,0.644031,0.498623,1.070099,0.850004
365,293,258,68,107,0.388571,0.53176,0.811634,0.53176,0.188366,0.642544,0.497245,1.069413,0.850004
366,293,258,67,108,0.382857,0.53176,0.813889,0.53176,0.186111,0.643249,0.495868,1.072384,0.850004
367,292,259,67,108,0.382857,0.529946,0.81337,0.529946,0.18663,0.641758,0.49449,1.0717,0.850004
368,291,260,67,108,0.382857,0.528131,0.812849,0.528131,0.187151,0.640264,0.493113,1.071014,0.850004
369,290,261,67,108,0.382857,0.526316,0.812325,0.526316,0.187675,0.638767,0.491736,1.070323,0.850004
370,289,262,67,108,0.382857,0.524501,0.811798,0.524501,0.188202,0.637266,0.490358,1.069628,0.850004
371,288,263,67,108,0.382857,0.522686,0.811268,0.522686,0.188732,0.635762,0.488981,1.06893,0.850004
372,287,264,67,108,0.382857,0.520871,0.810734,0.520871,0.189266,0.634254,0.487603,1.068227,0.850004
373,286,265,67,108,0.382857,0.519056,0.810198,0.519056,0.189802,0.632743,0.486226,1.067521,0.850004
374,285,266,67,108,0.382857,0.517241,0.809659,0.517241,0.190341,0.631229,0.484848,1.06681,0.850004
375,285,266,66,109,0.377143,0.517241,0.811966,0.517241,0.188034,0.631929,0.483471,1.06985,0.850004
376,284,267,66,109,0.377143,0.515426,0.811429,0.515426,0.188571,0.630411,0.482094,1.069142,0.850004
377,284,267,65,110,0.371429,0.515426,0.813754,0.515426,0.186246,0.631111,0.480716,1.072205,0.850004
378,283,268,65,110,0.371429,0.513612,0.813218,0.513612,0.186782,0.629588,0.479339,1.0715,0.850004
379,282,269,65,110,0.371429,0.511797,0.81268,0.511797,0.18732,0.628062,0.477961,1.070791,0.850004
380,281,270,65,110,0.371429,0.509982,0.812139,0.509982,0.187861,0.626533,0.476584,1.070078,0.850004
381,280,271,65,110,0.371429,0.508167,0.811594,0.508167,0.188406,0.625,0.475207,1.06936,0.850004
382,280,271,64,111,0.365714,0.508167,0.813953,0.508167,0.186047,0.625698,0.473829,1.072469,0.850004
383,279,272,64,111,0.365714,0.506352,0.813411,0.506352,0.186589,0.624161,0.472452,1.071754,0.850004
384,278,273,64,111,0.365714,0.504537,0.812865,0.504537,0.187135,0.62262,0.471074,1.071035,0.850004
385,277,274,64,111,0.365714,0.502722,0.812317,0.502722,0.187683,0.621076,0.469697,1.070312,0.850004
386,276,275,64,111,0.365714,0.500907,0.811765,0.500907,0.188235,0.619529,0.46832,1.069585,0.850004
387,275,276,64,111,0.365714,0.499093,0.811209,0.499093,0.188791,0.617978,0.466942,1.068853,0.850004
388,274,277,64,111,0.365714,0.497278,0.810651,0.497278,0.189349,0.616423,0.465565,1.068117,0.850004
389,273,278,64,111,0.365714,0.495463,0.810089,0.495463,0.189911,0.614865,0.464187,1.067377,0.850004
390,272,279,64,111,0.365714,0.493648,0.809524,0.493648,0.190476,0.613303,0.46281,1.066632,0.850004
391,271,280,64,111,0.365714,0.491833,0.808955,0.491833,0.191045,0.611738,0.461433,1.065883,0.850004
392,270,281,64,111,0.365714,0.490018,0.808383,0.490018,0.191617,0.610169,0.460055,1.065129,0.850004
393,270,281,63,112,0.36,0.490018,0.810811,0.490018,0.189189,0.61086,0.458678,1.068328,0.850004
394,269,282,63,112,0.36,0.488203,0.810241,0.488203,0.189759,0.609287,0.4573,1.067577,0.850004
395,268,283,63,112,0.36,0.486388,0.809668,0.486388,0.190332,0.60771,0.455923,1.066822,0.850004
396,268,283,62,113,0.354286,0.486388,0.812121,0.486388,0.187879,0.6084,0.454545,1.070054,0.850004
397,267,284,62,113,0.354286,0.484574,0.81155,0.484574,0.18845,0.606818,0.453168,1.069302,0.850004
398,267,284,61,114,0.348571,0.484574,0.814024,0.484574,0.185976,0.607509,0.451791,1.072562,0.850004
399,266,285,61,114,0.348571,0.482759,0.813456,0.482759,0.186544,0.605923,0.450413,1.071813,0.850004
400,265,286,61,114,0.348571,0.480944,0.812883,0.480944,0.187117,0.604333,0.449036,1.071059,0.850005
401,264,287,61,114,0.348571,0.479129,0.812308,0.479129,0.187692,0.60274,0.447658,1.0703,0.902726
402,264,287,60,115,0.342857,0.479129,0.814815,0.479129,0.185185,0.603429,0.446281,1.073604,0.902726
403,263,288,60,115,0.342857,0.477314,0.814241,0.477314,0.185759,0.601831,0.444904,1.072848,0.902726
404,263,288,59,116,0.337143,0.477314,0.81677,0.477314,0.18323,0.60252,0.443526,1.07618,0.902726
405,262,289,59,116,0.337143,0.475499,0.816199,0.475499,0.183801,0.600917,0.442149,1.075428,0.902726
406,261,290,59,116,0.337143,0.473684,0.815625,0.473684,0.184375,0.599311,0.440771,1.074671,0.902726
407,261,290,58,117,0.331429,0.473684,0.818182,0.473684,0.181818,0.6,0.439394,1.07804,0.902726
408,260,291,58,117,0.331429,0.471869,0.81761,0.471869,0.18239,0.598389,0.438017,1.077287,0.902726
409,259,292,58,117,0.331429,0.470054,0.817035,0.470054,0.182965,0.596774,0.436639,1.076528,0.902726
410,258,293,58,117,0.331429,0.46824,0.816456,0.46824,0.183544,0.595156,0.435262,1.075766,0.902726
411,257,294,58,117,0.331429,0.466425,0.815873,0.466425,0.184127,0.593533,0.433884,1.074998,0.902726
412,256,295,58,117,0.331429,0.46461,0.815287,0.46461,0.184713,0.591908,0.432507,1.074225,0.902726
413,255,296,58,117,0.331429,0.462795,0.814696,0.462795,0.185304,0.590278,0.431129,1.073448,0.902726
414,254,297,58,117,0.331429,0.46098,0.814103,0.46098,0.185897,0.588644,0.429752,1.072665,0.902726
415,253,298,58,117,0.331429,0.459165,0.813505,0.459165,0.186495,0.587007,0.428375,1.071877,0.902726
416,252,299,58,117,0.331429,0.45735,0.812903,0.45735,0.187097,0.585366,0.426997,1.071085,0.902726
417,251,300,58,117,0.331429,0.455535,0.812298,0.455535,0.187702,0.583721,0.42562,1.070287,0.902726
418,250,301,58,117,0.331429,0.453721,0.811688,0.453721,0.188312,0.582072,0.424242,1.069484,0.902726
419,249,302,58,117,0.331429,0.451906,0.811075,0.451906,0.188925,0.58042,0.422865,1.068676,0.902726
420,248,303,58,117,0.331429,0.450091,0.810458,0.450091,0.189542,0.578763,0.421488,1.067862,0.902726
421,247,304,58,117,0.331429,0.448276,0.809836,0.448276,0.190164,0.577103,0.42011,1.067044,0.902726
422,246,305,58,117,0.331429,0.446461,0.809211,0.446461,0.190789,0.575439,0.418733,1.066219,0.902726
423,245,306,58,117,0.331429,0.444646,0.808581,0.444646,0.191419,0.57377,0.417355,1.06539,0.902726
424,244,307,58,117,0.331429,0.442831,0.807947,0.442831,0.192053,0.572098,0.415978,1.064555,0.902726
425,243,308,58,117,0.331429,0.441016,0.807309,0.441016,0.192691,0.570423,0.414601,1.063714,0.902726
426,242,309,58,117,0.331429,0.439201,0.806667,0.439201,0.193333,0.568743,0.413223,1.062868,0.902726
427,241,310,58,117,0.331429,0.437387,0.80602,0.437387,0.19398,0.567059,0.411846,1.062016,0.902726
428,240,311,58,117,0.331429,0.435572,0.805369,0.435572,0.194631,0.565371,0.410468,1.061158,0.902726
429,239,312,58,117,0.331429,0.433757,0.804714,0.433757,0.195286,0.563679,0.409091,1.060294,0.902726
430,238,313,58,117,0.331429,0.431942,0.804054,0.431942,0.195946,0.561983,0.407713,1.059425,0.902726
431,237,314,58,117,0.331429,0.430127,0.80339,0.430127,0.19661,0.560284,0.406336,1.05855,0.902726
432,236,315,58,117,0.331429,0.428312,0.802721,0.428312,0.197279,0.55858,0.404959,1.057669,0.902726
433,235,316,58,117,0.331429,0.426497,0.802048,0.426497,0.197952,0.556872,0.403581,1.056782,0.902726
434,234,317,58,117,0.331429,0.424682,0.80137,0.424682,0.19863,0.55516,0.402204,1.055888,0.902726
435,234,317,57,118,0.325714,0.424682,0.804124,0.424682,0.195876,0.555819,0.400826,1.059517,0.902726
436,233,318,57,118,0.325714,0.422868,0.803448,0.422868,0.196552,0.554102,0.399449,1.058627,0.902726
437,232,319,57,118,0.325714,0.421053,0.802768,0.421053,0.197232,0.552381,0.398072,1.057731,0.902726
438,231,320,57,118,0.325714,0.419238,0.802083,0.419238,0.197917,0.550656,0.396694,1.056828,0.902726
439,230,321,57,118,0.325714,0.417423,0.801394,0.417423,0.198606,0.548926,0.395317,1.05592,0.902726
440,229,322,57,118,0.325714,0.415608,0.800699,0.415608,0.199301,0.547192,0.393939,1.055005,0.902726
441,228,323,57,118,0.325714,0.413793,0.8,0.413793,0.2,0.545455,0.392562,1.054083,0.902726
442,227,324,57,118,0.325714,0.411978,0.799296,0.411978,0.200704,0.543713,0.391185,1.053156,0.902726
443,226,325,57,118,0.325714,0.410163,0.798587,0.410163,0.201413,0.541966,0.389807,1.052221,0.902726
444,225,326,57,118,0.325714,0.408348,0.797872,0.408348,0.202128,0.540216,0.38843,1.05128,0.902726
445,225,326,56,119,0.32,0.408348,0.800712,0.408348,0.199288,0.540865,0.387052,1.055021,0.902726
446,224,327,56,119,0.32,0.406534,0.8,0.406534,0.2,0.53911,0.385675,1.054083,0.902726
447,223,328,56,119,0.32,0.404719,0.799283,0.404719,0.200717,0.537349,0.384298,1.053139,0.902726
448,222,329,56,119,0.32,0.402904,0.798561,0.402904,0.201439,0.535585,0.38292,1.052188,0.902726
449,222,329,55,120,0.314286,0.402904,0.801444,0.402904,0.198556,0.536232,0.381543,1.055986,0.902726
450,222,329,54,121,0.308571,0.402904,0.804348,0.402904,0.195652,0.53688,0.380165,1.059812,0.902726
451,221,330,54,121,0.308571,0.401089,0.803636,0.401089,0.196364,0.535109,0.378788,1.058875,0.902726
452,220,331,54,121,0.308571,0.399274,0.80292,0.399274,0.19708,0.533333,0.37741,1.057931,0.902726
453,219,332,54,121,0.308571,0.397459,0.802198,0.397459,0.197802,0.531553,0.376033,1.056979,0.902726
454,218,333,54,121,0.308571,0.395644,0.801471,0.395644,0.198529,0.529769,0.374656,1.056021,0.902726
455,217,334,54,121,0.308571,0.393829,0.800738,0.393829,0.199262,0.527981,0.373278,1.055056,0.902726
456,216,335,54,121,0.308571,0.392015,0.8,0.392015,0.2,0.526188,0.371901,1.054083,0.902726
457,216,335,53,122,0.302857,0.392015,0.802974,0.392015,0.197026,0.526829,0.370523,1.058002,0.902726
458,215,336,53,122,0.302857,0.3902,0.802239,0.3902,0.197761,0.525031,0.369146,1.057033,0.902726
459,214,337,53,122,0.302857,0.388385,0.801498,0.388385,0.198502,0.523227,0.367769,1.056057,0.902726
460,213,338,53,122,0.302857,0.38657,0.800752,0.38657,0.199248,0.52142,0.366391,1.055074,0.902726
461,213,338,52,123,0.297143,0.38657,0.803774,0.38657,0.196226,0.522059,0.365014,1.059056,0.902726
462,213,338,51,124,0.291429,0.38657,0.806818,0.38657,0.193182,0.522699,0.363636,1.063067,0.902726
463,212,339,51,124,0.291429,0.384755,0.806084,0.384755,0.193916,0.520885,0.362259,1.062099,0.902726
464,211,340,51,124,0.291429,0.38294,0.805344,0.38294,0.194656,0.519065,0.360882,1.061124,0.902726
465,211,340,50,125,0.285714,0.38294,0.808429,0.38294,0.191571,0.519704,0.359504,1.06519,0.902726
466,210,341,50,125,0.285714,0.381125,0.807692,0.381125,0.192308,0.517879,0.358127,1.064219,0.902726
467,210,341,49,126,0.28,0.381125,0.810811,0.381125,0.189189,0.518519,0.356749,1.068328,0.902726
468,210,341,48,127,0.274286,0.381125,0.813953,0.381125,0.186047,0.519159,0.355372,1.072469,0.902726
469,210,341,47,128,0.268571,0.381125,0.817121,0.381125,0.182879,0.519802,0.353994,1.076642,0.902726
470,210,341,46,129,0.262857,0.381125,0.820313,0.381125,0.179688,0.520446,0.352617,1.080847,0.902726
471,210,341,45,130,0.257143,0.381125,0.823529,0.381125,0.176471,0.521092,0.35124,1.085086,0.902726
472,210,341,44,131,0.251429,0.381125,0.826772,0.381125,0.173228,0.521739,0.349862,1.089358,0.902726
473,209,342,44,131,0.251429,0.37931,0.826087,0.37931,0.173913,0.5199,0.348485,1.088456,0.902726
474,209,342,43,132,0.245714,0.37931,0.829365,0.37931,0.170635,0.520548,0.347107,1.092775,0.931182
475,208,343,43,132,0.245714,0.377495,0.828685,0.377495,0.171315,0.518703,0.34573,1.091879,0.931182
476,207,344,43,132,0.245714,0.375681,0.828,0.375681,0.172,0.516854,0.344353,1.090976,0.931182
477,206,345,43,132,0.245714,0.373866,0.827309,0.373866,0.172691,0.515,0.342975,1.090066,0.931182
478,205,346,43,132,0.245714,0.372051,0.826613,0.372051,0.173387,0.513141,0.341598,1.089149,0.931182
479,204,347,43,132,0.245714,0.370236,0.825911,0.370236,0.174089,0.511278,0.34022,1.088224,0.931182
480,203,348,43,132,0.245714,0.368421,0.825203,0.368421,0.174797,0.50941,0.338843,1.087291,0.931182
481,202,349,43,132,0.245714,0.366606,0.82449,0.366606,0.17551,0.507538,0.337466,1.086351,0.931182
482,201,350,43,132,0.245714,0.364791,0.82377,0.364791,0.17623,0.50566,0.336088,1.085404,0.931182
483,200,351,43,132,0.245714,0.362976,0.823045,0.362976,0.176955,0.503778,0.334711,1.084448,0.931182
484,199,352,43,132,0.245714,0.361162,0.822314,0.361162,0.177686,0.501892,0.333333,1.083485,0.931182
485,198,353,43,132,0.245714,0.359347,0.821577,0.359347,0.178423,0.5,0.331956,1.082513,0.931182
486,197,354,43,132,0.245714,0.357532,0.820833,0.357532,0.179167,0.498104,0.330579,1.081534,0.931182
487,196,355,43,132,0.245714,0.355717,0.820084,0.355717,0.179916,0.496203,0.329201,1.080546,0.931182
488,195,356,43,132,0.245714,0.353902,0.819328,0.353902,0.180672,0.494297,0.327824,1.07955,0.931182
489,194,357,43,132,0.245714,0.352087,0.818565,0.352087,0.181435,0.492386,0.326446,1.078545,0.931182
490,193,358,43,132,0.245714,0.350272,0.817797,0.350272,0.182203,0.49047,0.325069,1.077532,0.931182
491,192,359,43,132,0.245714,0.348457,0.817021,0.348457,0.182979,0.48855,0.323691,1.076511,0.931182
492,191,360,43,132,0.245714,0.346642,0.816239,0.346642,0.183761,0.486624,0.322314,1.07548,0.931182
493,190,361,43,132,0.245714,0.344828,0.815451,0.344828,0.184549,0.484694,0.320937,1.074441,0.931182
494,189,362,43,132,0.245714,0.343013,0.814655,0.343013,0.185345,0.482759,0.319559,1.073393,0.931182
495,188,363,43,132,0.245714,0.341198,0.813853,0.341198,0.186147,0.480818,0.318182,1.072336,0.931182
496,187,364,43,132,0.245714,0.339383,0.813043,0.339383,0.186957,0.478873,0.316804,1.07127,0.931182
497,186,365,43,132,0.245714,0.337568,0.812227,0.337568,0.187773,0.476923,0.315427,1.070194,0.931182
498,185,366,43,132,0.245714,0.335753,0.811404,0.335753,0.188596,0.474968,0.31405,1.069109,0.931182
